Location_Coordinates,Hospital_Name,Address_Original_First_Line
"19.0327996, 72.8963568",Sumitra Eye Clinic,"Wama Apt, Behind Maitri Park, St Bust Stop, Ghatala Rd. Near R K Studio, Chembur"
"19.0552812, 72.8892082",Swastik Hospital and Research Centre,"Plotno.-22, Swasti Park, Chembur"
"19.058879, 72.900615",Tandon Hospital,"Gagangiri Complex, 1St And 4Th Floor, 18Th Road, Near Dr. Ambedkar Garden Chembur"
"19.0573721, 72.8981332",Varsha Gandre Parekh Maternity and Surgical Hospital,"Garodia Market, Plot No 8/A, 1St Floor D K Sandu Marg, Chembur"
"19.0327996, 72.8963568",Yash Eye Care And Polyclinic,"1St Floor, Hotel Pearl Bldg, Above Malhar Hotel, Chembur"
"19.1044022, 72.8872491",Abhay Nursing Home,"101, Trade Corner Building Saki-Vihar Road, Saki Naka"
"19.10648, 72.88773",Ashirwad Children And Surgical Hospital,"305/306 Ruby Monarch, 3Rd Floor , Opp Post Office, Saki Vihar Rd, Saki Naka, Andheri East"
"19.0759837, 72.8776559",Dr Priyanka Nursing Pvt Ltd,"4, Durgashram, Sakinaka-Ghatkopar Link Road, Asalfa, Tilak Nagar, Sakanaka"
"19.1245594, 72.852967",J.P Hospital,"J.P House, Sakinaka,Andheri Kurla Road,Andheri East"
"19.1196773, 72.9050809",S B Nursing Home and Icu,"Lake Bloom - 16, 17, 18, Opposite Solaris Estate, L.T. Gate No.6, Tunga Gaon, Sakivihar Road, Powai"
"19.1281781, 72.8876327",Turfiya Hospital and Icu,"Saki Vihar Road, OppositeL.T.Gate No- 6, Powai"
"19.0327996, 72.8963568",Dr. Shalini Jaisinghani Dental Surgeon - Chembur,"2/B, Om Shiv Dham, Opposite Laxmi Colony, R.C.Marg, Chembur"
"19.0208354, 72.904425",Dr.Bhute Nursing Home,"Mahatenay Park, Aziz Baug,Opp Site Estate, Mahul Road Chembur"
"19.0464362, 72.8946608",Inlaks General Hospital,"Inlaks Hospital Road, Chembur Colony, Chembur"
"19.0327996, 72.8963568",Nayak Medicare - Chembur,"16, Maitri Vijay, Opposite Basant Cinema, Chembur"
"19.0208354, 72.904425",Sai Baba Hospital,"Sita Estate, Near Ashish Cinema, Aziz Baug, Mahul Road, Chembur"
"19.0327996, 72.8963568",Shiv Polyclinic and Nursing Home,"16/1 Prem Nivas, Laxmi Colony, Mahul Road, Near Ashish Theatre, Chembur"
"19.1374852, 72.917394",Dr. L.H. Hiranandani Hospital,"Hillside Avenue, Hiranandani Gardens, Powai"
"19.1196773, 72.9050809",Padmalaya Maternity and Surgical Home,"158-C,Sarasha Co-Op.Hsg.Soc., Padmavati Society Marg.Opposite,I.I.T.Market, Powai"
"19.1254172, 72.9170023",Powai Polyclinic and Hospital,"19/A, Opposite Iit Main Gate, Powai"
"61.505723, 9.7841956",Saveshwari Hospital and Icu Multispeciality Family Healthcare,"Gala No-11, Tunga Gaon, Prem Nagar,Saki Vihar Road"
"19.1196773, 72.9050809",Sri Sai Eye Care Centre,"1St Floor, Paradise,Jain Mandir Road, I.I.T Market, Powai"
"19.0792247, 72.9057813",Aakar Ivf-Icsi Centre,"2,3,Gautam Bldg., Tilak Road, Ghatkopar (E)"
"19.0796375, 72.9070116",Advanced Orthopaedic and Super Speciality Center,"Jayant Arcade, Ist Floor, 140-142, M.G. Road, Ghatkopar(E)"
"19.0796375, 72.9070116",Ami Drashti Eye Care Centre,"27-D, Navnit Nagar, Gandhi Mkt. Bldg, M.G.Road, Ghatkopar (E)"
"19.0796375, 72.9070116",Asha Polyclinic and Sheetal Nursing Home,"145, 60 Ft. Road, Opposite Uti Bank, Ghatkopar (E)"
"19.0762268, 72.9055233",Ashirwad Heart Hospital,"# 1, Vivek - 67, Tilak Road, Ghatkopar (E)"
"19.0940687, 72.9000241","Ashwini Maternity and Surgical Hospital,Ghatkopar(E)","Ambika Darshan, M. G. Road, Ghatkopar (E), Ghatkopar (E)"
"19.0791965, 72.9037124",Bakul Parekh Children's Hospital,"Jayant Arcade,4Th Floor, Rajawadi,M.G.Road,Ghatkopar(E)"
"19.07907, 72.907976",Cg Eye Foundaton and Shree Ghatkopar Brahman Samaj,"Samaj Bhavan, 5Th Floor, Joshi Lane, M G Road, Ghatkopar"
"19.0796375, 72.9070116",Dewang Nursing Home Pvt. Ltd.,"Bhaveshwar Market, 2Nd Floor, M.G. Road Next To Gandhi Market, Ghatkopar (E)"
"19.0757557, 72.9081922",Dr Mehta Nursing Home,"198/1, Garodia Palace, Garodia Nagar, 90 Feet Road, Ghatkopar (E)"
"19.0796375, 72.9070116",Dr Walavalkars Nursing Home,"Vallabh Vihar, Above Idbi Bank, M G Road, Ghatkopar (E)"
"19.0820978, 72.9067817",Dr. Dipak Desai's Ear Nose And Throat Hospital,"206, Gayatri Dham, Jn. Of M.G Road , & Derasar Lane , Ghatkopar (East)"
"19.0796375, 72.9070116",Dr. Prakash Doshis Fracture and Orthopaedic Nursing Home - Ghatkopar,"Neelkanth Market, M.G.Road, Ghatkopar (E)"
"19.0796375, 72.9070116",Dr. Walawalkars Nursing Home,Vallabh Vihar Next To One Up Stores M G Road Ghatkopar E
"19.0792247, 72.9057813",Dr.Amrish Mehta Diagnostic Centre,Tilak Road Ghatkopar
"19.0792247, 72.9057813",Dr.Trivedi's Maternity and Nursing Home,"1 , 2 , 3 Gautam Building , Opposite Balaji Temple , Tilak Road , Ghatkopar ( East )"
"19.0796375, 72.9070116",Excel Ent Hospital,"501,Vishal Above Subhiksha,Jtn.Of, Hingwala Lane & 60 Ft Rd,Ghatkopar(E)"
"19.0796375, 72.9070116",Hiren Mehta Eye Care Centre,18-A Happy Home 1St Floor Opp Achija & Guru Kurupa Hotel Ghatkopar (E)
"19.0757557, 72.9081922",Jack-N-Jill Nursing Hoe - Ghatkopar -Mumbai,"18,Shree Sati Niwas, 178, Garodia Nagar, 90 Feet Road, Ghatkopar (E)"
"19.0796375, 72.9070116",Jain Eye Clinic,"301, Sapphire Arcade, Above Sejal Jewellery, M.G. Road, Nr. Rajawadi Signal, Ghatkopar(E)"
"19.0792247, 72.9057813",Kamdar Nursing Home and Polyclinic Pvt. Ltd.,"Ist Floor, Kiran Niketan,Next To Bhatia Wadi, Tilak Road, Ghatkopar East"
"19.0791764, 72.9018877",L V Prasad Eye Institute Collaborating Center,"2Nd Floor, Punit Plaza, Rajawadi"
"19.0796375, 72.9070116",Lotus Ent Hospital,"201, Madhav Appartments Jawahar Road, Opp Station Ghatkopar - East"
"19.0751377, 72.9091436",Malati Maternity Hospital,"16/178, Shree Sati Niwas, 90 Ft. Rd. Garodia Nagar, Ghatkopar (E)"
"19.0813907, 73.0004906",Mandakini Ctscan Centre,M3 Hospital Bldg Sector-19 Vashi Navi
"19.0759837, 72.8776559",Mansu Maternity Home,"16, Shree Sati Niwas 178, Garodia Nagar Ghotkopar Bombay"
"19.0796375, 72.9070116",National Inst. Of Endoscopic Surgery,"2,Gautam Building,100 Tilak Road, Opposite Balaji Temple, Ghatkopar (E)"
"19.0770917, 72.9080971",Nayan Eye Centre,"Chandrika Bldg., Ground Floor, R.B.Mehta Rd, Ghatkopar(E)"
"19.07907, 72.907976",Parakh Hospital And Research Centre - Ghatkopar,"Khokhani Lane, Opposite Ghatkopar Rly. Station, Ghatkopar"
"19.0796375, 72.9070116",Parekh Eye Clinic and Child Clinic,"301, Madhav Apts., Avove Samrat Hotel, Opposite Railway Station, Ghatkopar (E)"
"19.0792247, 72.9057813",Sanghavi Laboratory,Kiran Niketan Kamdar Nursing Home Comp Tilak Road Ghatkopar
"22.3017014, 73.2066838",Saraswati Eye Hospital,"C-9, 2Nd Floor, Satyam Shopping Centre, M.G. Road"
"19.0552812, 72.8892082",Sushrut Hospital and Research Center,"365, Swastik Park, Chembur"
"19.0796375, 72.9070116",Tara Neo Surg Hospital,"C-5, Satyam Shopping Centre, 1St Flr, M.G. Road, Ghatkopar (E)"
"19.0796375, 72.9070116",The Eye Super Specialities,"201,Punit Plaza , Second Floor , Next To Rajawadi Post Office , Rajawadi , Ghatkopar ( East )"
"19.0796375, 72.9070116",Vatsal Nicu and Childrens Hospital,Ghatkopar(E)
"19.1509879, 72.9315251",Amruta Maternity and Surgical Nursing Home,"Mahadeo Appt., Off. Jangal Mangal Rd, Behind Abhyudaya Bank, Bhandup (W)"
"19.1515624, 72.9435765",Diamond Maternity and General Hospital,"C/6 N C/2, New Ushanagar Co Op Hos Society, Village Road, Bhandup (W)"
"19.1509879, 72.9315251",Dr Bothra's Hospital,"1St Floor, Ramkrishna Bldg , Gadhav Naka, Bhandup (W)"
"19.1425582, 73.0120312",Dr Mahajan Hospital and Industrial Trauma Center,"Plot No R 831, Ttc Midc, Thane Belapur Road, Rabale , Navi"
"19.1509879, 72.9315251",Dr Patanis Eye Clinic,"210, R R Realty, Tank Road, Lbs Marg Junction Opposite Dreamas Mall, Bhandup(West)"
"19.1462082, 72.9272317",Dr. Bhatias Ruby Hospital - Bhandup - Mumbai,"1St Floor, Arunoday Tower, Sps Marg, Kokan Nagar, Bhandup (West)"
"19.1509879, 72.9315251",Dr. Kolhes Eye Clinic - Bhandup,"Prince Vaibhav, Subhash Nagar, Opposite Ceat Tyre, Bhandup (W)"
"19.1509879, 72.9315251",Dr. Malwankar's Romeen Nursing Home,"Gr.Floor,Gautam Dham Society, Opposite Gama House, Bhandup (W)"
"19.1470738, 72.9389442",Dr. Thakurs Ear Nose Throat Clinic And Hospital - Bhandup (W) Mumbai,"100 A Rr Realty, Lbs Marg, Bhandup (W)"
"19.1424376, 72.9327673",Dr.Badwaiks Maternity and General Hospital,"Lal Bhahadur Shastri Marg,Bhandup ( West)"
"19.1509879, 72.9315251",Dr.Bothras Hospital,"Ist Floor,Ramkrishna Apt. Gadhavnaka,T.P Road,Bhandup(West)"
"19.1462749, 72.9353872",Eye and I Dr.Kolhe's Eye Clinic,"1St Floor,Kailas Complex, L.B.S.Marg,Bhandup"
"19.1509879, 72.9315251",Gaurav Maternity and Surgical Hospital,"Arunoday Tower, C Wing, Ground Floor, Opp Kokan Nagar Bus Stop, Bhandup (W) Opp Kokan Nagar Bus Stop, Bhandup (W)"
"19.1462749, 72.9353872",I and Eye Dr Kolhes Eye Clinic,"1St Floor, Kailas Complex L.B.S. Marg"
"19.144698, 72.9368292",J. K. Child Health Care and Nicu,"Shrenik Hospital, Dina Patil Estate, Station Road, Bhandup (W)"
"19.1507653, 72.9372688",Krishna Nursing Home,"Neha Apts, L.B.S Marg, Bhandup (W)"
"19.1531246, 72.9411365",Lotus Multispeciality Hospital,"S.No.1,2,3,Sathyam Apartment,Dutta Mandhir Road,Village Road,Bhandup(W)"
"19.1474511, 72.9299079",M.S.Maternity and General Hospital,"10/ A & B, Miniland,Tank Road,Nr.Shivaji Talao, Bhandup(W)"
"19.1509879, 72.9315251",Maauli Hospital,"Sharda Appt.-B, Ashok Kedare Chowk, Bhandup (W)"
"19.1509879, 72.9315251",Madhu Polyclinic and Nursing Home,"Mini Apartments, Opp Sarvodaya Nagar, Jungle Mangle Road, Bhandup(W)"
"19.1493933, 72.9326121",Mahek Nursing Home,"Chetna Appartment, J. M. Road, Bhandup (W)"
"19.1505614, 72.936863",Nadkarni Eye Care Centres,"Neha Annexe, Khot Road, Bhandup (W)"
"19.1509879, 72.9315251",Netramani Chikitsalay,"Shop No.9, Arunoday Tower, S.P.S. Road, Bhandup (W)"
"19.1507653, 72.9372688",Omkar Hospital,"101/A, Neha Appt., L.B.S.Marg, Bhandup (W)"
"19.1509879, 72.9315251",Rathod Nursing Home and Iccu,"Shiv Sagar Complex, Plot No. B, 'A' Wing Off. T.P. Road, Bhandup (W)"
"19.1468364, 72.9337875",Saarthi Hospital,"A/102, 1St Floor, Vakratunda Palace , Above Svc Bank , Tank Road , Bhandup (West)"
"19.1509879, 72.9315251",Sanjeevan Nursing Home and Iccu,"1St Floor, Neha Annexe, Khot Road, Near Madhuban Garden, Bhandup (W)"
"19.1509879, 72.9315251",Sankeshi Bharat,Bhandup
"19.147626, 72.9294528",Sas Health Care Pvt. Limited,"23-C, Miniland, Shivaji Talao, Tank Road, Bhandup (W)"
"19.1509879, 72.9315251",Saubhagya Hospital,"8-B, Miniland, Shivaji Talav Road, Bhandup (West)"
"19.1473592, 72.9318038",Setty's Endoscopic Surgical Centre,"12 A, Miniland, Tank Road, Bhandup ( West )"
"19.1509879, 72.9315251",Shah Children Hospital And Newborn Care Centre,"A 101/102/103 Arunoday Tower, Kokan Nagar, J M Road, Bhandup - West"
"19.1509879, 72.9315251",Shanti Maternity Clinic,Bhandup
"19.1509879, 72.9315251",Shri Bal Chikitsalaya,"14-A Miniland Tank Road,Shivaji Talau,Bhandup (W)"
"19.1509879, 72.9315251",Sulochan Eye,7/6R.R. Point Grount Floor Off Lbs Marg Opp Dreams Mall Bhandup (W)
"19.1067711, 72.9225416",Samarth Hospital,"A- Kumar Apartments, Behind St.Joseph School,Vikhroli(W)"
"19.1725542, 72.942537",Abhinav Kidney Dialysis And Health Centre - Mulund,"100,Konark Darshan, Zaver Road, Next To Jain Temple, Mulund (W)"
"19.1725542, 72.942537",Aditi Hospital Accident Fracture and Surgical Clinic,"Alhad 185-R, P.K. Road, Opposite Sports Complex, Mulund (W)"
"19.186169, 72.9469977",Anmmol Orthovision,"101 / 102, Manisha Heights,Balrajeshwar Road"
"19.0959087, 72.8553466",Aparna Hospital,"J Nehru Road, Mulund (W)"
"19.1725542, 72.942537",Apex Kidney Care (Dialysisnetworks),Mulund
"19.1791186, 72.9498535",Arogya Health Care,"1St Floor, Ambe Maiya Apartments"
"19.1758053, 72.9476017",Ashirwad Critical Care Unit,1St Floor Jalaram Ashish Devidayal Road Mulund W
"19.1725542, 72.942537",Ashwini Hospital and I. C. C. U.,"P. K. Road, (Annexe), Lalan Building, 1St Floor Mulund (W)"
"19.1565109, 72.9637728",Cancer Care,"117-O, Hallmark, Vasant Oscar, Opp- Greenworld, Near Nirmal Life Style, Mulund"
"19.1745575, 72.9526923",Chetna Critical Care Unit,Navinjyot Bldg Rrt Road Mulund - West
"19.1761159, 72.9517295",Daxini Heart Centre,"10,Lavkush, M.G.Road, Near Panch Rasta, Mulund (W)"
"19.1725542, 72.942537",Devkunj Charitablr Trust Matushri Mankbai Nagji Sa,Mulund
"19.1725542, 72.942537",Dr Shettys E N T Hospital,"9, Laukush, M G Road, Panchrasta, Mulund (West)"
"19.1725542, 72.942537",Dr. Khona E N T Hospital,"Gala Manor, 1St Flr Near Dhanvantari Hosiptal Above Silver Hardware N.S.Rd Mulund(W)"
"19.1758053, 72.9476017",Dr. Mukhis Raj Hospital,"Jalaram Ashish , Ist Floor Devidayal Road Mulund(W)"
"19.2375183, 72.8548501",Dr. R.J. Ganatra's Nursing Home,"Omkarlal Building, Opposite Rly Station, S V P Road, Mulund (West)"
"19.1725542, 72.942537",Dr. Simandhars Eye Care Centre,"A/203, Heritage Holy, J.N.Road, , Ambika Nagar, Next To Apna Bazar,Mulund (West)"
"19.1822352, 72.9468948",Dr.Redkar's Maternity and Nursing Home,"A-10,Apurva Apt.,Govardhan Nagar,L.B.S.Marg,Mulund(W)"
"19.1734608, 72.9535574",Drishti Eye Care Centre,"1St Floor, Shri Siddhi Plaza, Above Hast Kala Showroom, R.R.T. Road, Mulund"
"19.1674543, 72.9512289",Holy Trinity Hospital,"1St Floor, Heritage Holy J N Road Mulund"
"19.1725542, 72.942537",Indira Nursing Home,"M.G. Road, Opposite Dena Bank, Mulund (W)"
"19.1753538, 72.9528652",Jas-Raj Hospital,Gor Apartments Mahatma Gandhi Road Mulund (W)
"19.1822352, 72.9468948",Joshi Surgical Hospital,"A-10, Apurva Apts. Govardhan Nagar, Lbs Marg, Mulund (W)"
"19.1672624, 72.9506072",Lakshmi Nursing Home,"Sheetal Chayya Premises Co-Op Society, Jawaharlal Nehru Road, Mulund West"
"19.1565109, 72.9637728",Lav-Kush Nursing Home,"Laxmi Niwas, N.S. Road, Near Syndicate Bank, Mulund"
"19.1725542, 72.942537",Mahavir Orthopaedic and General Hospital - Mulund (W),"12/13/14, 1St Floor, Manisha Heights, Balrajeshwar Road, Near Vaishali Nagar Bus Stop, Mulund(W)"
"19.1725542, 72.942537",Mehera Ambe Nursing Home,"Raj-Sneha, Opposite Rationing Office, Tambe Nagar, S N Road, Mulund (W)"
"19.1753134, 72.9532236",Mission Nephro-Uro Pvt Ltd,"Dt Gor`S Apt, 1St Floor, M G Rd, Mukund West"
"19.1725542, 72.942537",Nav Drishti Netralaya,"A-7 , 1St Floor, Alps Heights, Dr. R.P.Road,Opposite396, Bus Stop, Near Railway Station, Mulund ( West )"
"19.2040597, 72.9691583",Netra Jyot Eye Care Centre,"206, Jai Commercial Complex, At The Junction Of M. G. Road And S. L. Road, Opposite Hotel Gurukrupa, Mulund (West)"
"19.1793036, 72.9563451",Orthocare and Ria Nursing Home,"104, Patils Heritage, Sarojini, Naidu Road,Tambe Nagar, Mulund(W)"
"19.1747331, 72.9419373",Padmashree Nursing Home (Mulund),"A - 11,Apurva Apartment,Above Cosmos Bank, L.B.S.Marg,Mulund (West)"
"19.1672312, 72.9504364",Pooja Nursing Home Pvt. Ltd.,"Shreeram Apt, 1St Floor , Jn Road, Mulund West"
"19.1761159, 72.9517295",Prasad Surgical and Children Nursing Home,"Yogeshwer Dham, 1St Floor, Above Andhra Bank M G Road, Nr.Panch Rasta Mulund (W)"
"19.1725542, 72.942537",Prasanna Aarogya Health Care,"1St Floor, Ambe Maiya Apts, R P Road, Next To Gyan Sarita School Mulund(W)"
"19.1725542, 72.942537",Raj Hospital Mumbai,Jalaram Ashish (B And C) 1 St Floor Devidal Road Mulund (W)
"19.1734608, 72.9535574",Rpm Aarogya Hospital Private Limited (Chetna Critical Care Unit and Spt Hosp),"Navin Jyot Building, R.R.T.Road, Mulund (West)"
"19.1725542, 72.942537",Saarthi Health Care,"Jamuna Sadan, 1St Floor, M. G. Road, Near Paanch Rasta, Above Jairam Oil Depo, Mulund (W)"
"19.1725542, 72.942537",Sanjay Eye Clinic,"Gr Floor ,Vikas Apts Near Kalpol Bank, N S Road Mulund (W)"
"19.1725542, 72.942537",Sarthi Health Care,"Jamuna Sadan,1St. Floor M.G.Road Mulund West"
"19.1721433, 72.9504824",Shettys Endoscopic Surgical Center,"1St Floor , Kailash Darshan , Dr Ambedkar Road , Mulund (W)"
"19.0759837, 72.8776559",Shivaani Mother and Child Care Hospital,"1St Flr, B Wing Hallmark Commercial Complex Vasant Oscar Layout Near Duncan Co, Mulud"
"19.1725542, 72.942537",Shraddha Polyclinic and Nursing Home-Mulund-Mumbai,"Opposite Mirani Nagar, 1St Floor, Junction Of Ganesh Gawde Road & Valji Ladha Rad, Mulund (W)"
"19.1557098, 72.9524625",Shree Ram Eye Care Centre,B. P. S. Plaza 1St Floor Near Mulund Bus Depot Devi Dayal Road Mulund (West)
"19.1641019, 72.9453184",Shree Sai Maternity and Surgical Nursing Home,Sarvodaya Parshwanath Nagar Mulund W
"19.1725542, 72.942537",Surya Eye Institute and Research Centre Pvt Ltd,"104, Aroto House, Saidham P K Road, Mulund (W)"
"19.0351003, 72.8591851",Swastika Nursing Home,"Panchsheel Building., M.G.Road"
"19.1725542, 72.942537",Upasani Maternity and Surgical Nursing Home,"Rashman Apartments , S.L Road , Mulund ( West )"
"19.180878, 72.944899",Veena Nagar Health Care Center and Hospital,"A-4/2, 24, Veena Nagar, Lbs Marg, Mulund (W)"
"19.1444557, 72.9169635",Vertex Hospital,"Veena Nagar Phase Ii, Near Swapna Nagari Tulsi Pipe Line Road, Mulund(W)"
"19.1565109, 72.9637728",Aaditya Netralaya,"Maruti Darshan, C Wing, 2Nd Floor, Mulund East"
"19.1565109, 72.9637728",Chandraganga Hospital - Mulund,"Chandraganga Apartments, V.B.Phadke Marg, Near Subway,Mulund (East)"
"19.171775, 72.9622211",Dr. Sabnis Maternity and Nursing Home,"Ground Floor, Saurabh V.B. Phadke Rd, Gavanpada, Mulund (E)"
"19.1695051, 72.9596346",Gomathi Eye Centre,"101 Maa Durgamata, Hanuman Chowk, Navghar Road, Mulund East"
"19.1735888, 72.9566508",International Institute Of Sleep Sciences,"Bunglow 10, Mhada Clolony, Mulund Ease"
"19.1695809, 72.9579077",Mahatme  Eye Hospital,"102-B, Varadalaxmi, Near Jay Ganesh Cinema, Gokhale Road, Mulund East"
"19.1702704, 72.958854",Maher Maternity and Nursing Home,Gayatri Building 1St Floor Hanuman Chowk L T Road Mulund(E)
"19.1695809, 72.9579077",Maruti Nursing Home,"1St Floor, Girnar Building, Next To Dominos Pizza, Hanuman Chowk, Gokhale Road, Mulund(East)"
"19.1565109, 72.9637728",Mulund Nursing Home,"Shanti Sadan Gv Scheme Road, 90 Ft Road Mulund (E)"
"19.1565109, 72.9637728",Omkar Surgical and Maternity Home,"1St Flr Sitamai Apartmets Hanuman Chowk L.T. Road, Mulund (East)"
"19.1565109, 72.9637728",Saidhanhospital Iccu and Eye Care,"Vidhataapartments, Groundfloor, Mulund(E)"
"19.1714081, 72.9578599",Shushrusha Hospital and Icu,"Shreenath Plaza, L. T. Marg, Mulund East"
"19.1747331, 72.9419373",Aastha Health Care - Mumbai,"Mulund Colony, Opposite Chhedda Petrol Pump, Off L. B. S. Road, Mulund (West)"
"19.1711783, 72.933681",Ashirwad Maternity and Nursing Home,"Buiding No. E/5 , Highland Park , Guru Gobind Singh Road , Jai Shastri Nagar , Mulund Colony , Mulund ( West )"
"19.1725542, 72.942537",Sai Siddhi Hospital,"E-5/03, Highland, Park, Jaishuskinagar, Mulundcolony, Mulund(W)"
"19.1176258, 72.9327686",Atul - Lok Hospital,"139/2447, Group Vii, Tagore Nagar, Vikhroli (E)"
"19.0966611, 72.9239095",Godrej Memorial Hospital,"Pirojshanagar, Vikhroli(E)"
"19.1167435, 72.937045",Jan-Seva Charitable Trust`S Sai-Krupa General Hospital,"Sai-Prasad Shopping Centre, Kannamwar Nagar, Vikhroli"
"19.091182, 72.9208636",Laxmi Health Care Center and Iccu,"210/3042, Near Sangali Sahakari Bank, Tagore Nagar No.1, Vikhroli(E)"
"19.0759837, 72.8776559",Modi General Hospital And Iccu,"237/3258, Tagore Nagar, Opp: Muncipal Market, Vikroli - East"
"19.091182, 72.9208636",Ruby Medical Centre,"283/3633, Tagore Nagar, Group #2, 90 Feet Road, Near Taxi Stand, Vikhroli (East)"
"19.091182, 72.9208636",Shakuntala Nursing Home,"254/3383, Tagore Nagar, Ganesh Mandir Road, Vikhroli (E)"
"19.1132913, 72.9306159",Shrinathji Hospital,"Laxmi Estate , Opposite Khamkar Masala , Station Road, Hazare Marg , Vikhroli (E) Hazare Marg , Vikhroli (E)"
"19.091182, 72.9208636",Yashwant Hospital,"No. 199/2952, Group No. 08/B,Opposite Old Tagore Nagar Post Office,Tagore Nagar,Vikhroli East"
"19.07907, 72.907976",Abhishek Nursing Home,"Jagruti Co-Op Hsg Near Maratha Mandir Co-Op Bank,Bhatwadi Ghatkopar"
"19.0908063, 72.9076669",Sagar Nursing Home and Icu,"Ground Floor, Khanna Apartment, Link Road Asalpha Ghatkopar (West)"
"19.0908063, 72.9076669",Vivek Maternity And Nursing Home,"101-102-103, Sai Darshan Co-Opp Soc Asaifa, Bhattwadi Ghatkopar - West"
"19.0908063, 72.9076669",Adarsh General and Maternity Nursing Home- Ghatkopar,"B-Shrenik Nagar Amrut Nagar, Behind Ghatkopar Industrial Estate, Ghatkopar (W)"
"19.0908063, 72.9076669",Advanced Ent Center,Ghatkopar(W)
"19.0908063, 72.9076669",Amar Jyot Eye Care Centre,"207, Jyoti Chambers, Khot Lane, Above New Bata Showroom,Ghatkopar(W)"
"19.0898792, 72.908696",Dalal Hospital,"104, Prabhu Krupa, Next To Radha-Krishna Hotel, L.B.S. Marg, Ghatkopar (W)"
"19.0908063, 72.9076669",Divya Rekha Eye Hospital,Ghatkopar(W)
"19.0908063, 72.9076669",Dr Sonagra Medical And Surgical Centre,"Shiva Plaza, Lbs Road, Opp Ghatkopar Tel Exchange, Ghatkopar (W)"
"19.0908063, 72.9076669",Dr Sules Vaibhav Polyclinic and Siddharth Nursing Home,"Chandrodaya, Jivdaya Lane, L.B.S. Road, Between Ghatkopar Telephone Exchange & Sorvodaya Hospital Ghatkopar (W)"
